filename,rank,rank_n,time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
137200.jpg,1,0,2.414,137201.jpg,123301.jpg,125301.jpg,114401.jpg,114504.jpg,125202.jpg,146301.jpg,106602.jpg,138503.jpg,135301.jpg
143600.jpg,114,0.075788062,2.255,142003.jpg,106602.jpg,116501.jpg,106605.jpg,135301.jpg,126101.jpg,138503.jpg,146301.jpg,100902.jpg,119703.jpg
118000.jpg,156.6666667,0.103733512,2.788,118802.jpg,114902.jpg,117901.jpg,118801.jpg,114903.jpg,114901.jpg,117701.jpg,118202.jpg,118201.jpg,144802.jpg
115800.jpg,50,0.03286385,2.29,117403.jpg,119001.jpg,113901.jpg,119704.jpg,146207.jpg,119604.jpg,148501.jpg,106403.jpg,126001.jpg,110001.jpg
104000.jpg,6.333333333,0.001900291,2.265,104101.jpg,104006.jpg,103503.jpg,103702.jpg,104002.jpg,104004.jpg,104001.jpg,104005.jpg,103502.jpg,104003.jpg
109900.jpg,1,0,2.325,109901.jpg,143001.jpg,122709.jpg,137603.jpg,137601.jpg,115601.jpg,113001.jpg,122102.jpg,114002.jpg,138401.jpg
112400.jpg,29.375,0.016683434,2.257,111401.jpg,111801.jpg,136601.jpg,102801.jpg,100002.jpg,111601.jpg,111501.jpg,112401.jpg,100503.jpg,102402.jpg
114300.jpg,1,0,2.292,114301.jpg,100501.jpg,120301.jpg,104402.jpg,120101.jpg,100503.jpg,113201.jpg,114801.jpg,120201.jpg,129001.jpg
123400.jpg,346.5,0.230717639,2.809,123401.jpg,106602.jpg,101601.jpg,103304.jpg,136301.jpg,133602.jpg,104203.jpg,106605.jpg,119703.jpg,116801.jpg
142500.jpg,47,0.030516432,2.293,142502.jpg,137301.jpg,138602.jpg,106602.jpg,138503.jpg,116501.jpg,100902.jpg,135301.jpg,106605.jpg,126101.jpg
137800.jpg,4,0.001676727,2.314,136203.jpg,137802.jpg,136201.jpg,136202.jpg,136402.jpg,137801.jpg,136403.jpg,127901.jpg,136401.jpg,111702.jpg
122500.jpg,177.75,0.117538565,2.33,121101.jpg,121404.jpg,122502.jpg,112002.jpg,120801.jpg,121601.jpg,122501.jpg,122301.jpg,120901.jpg,112003.jpg
105700.jpg,1,0,2.351,105701.jpg,110101.jpg,100902.jpg,135301.jpg,106602.jpg,146301.jpg,137302.jpg,138503.jpg,116501.jpg,119703.jpg
112100.jpg,1,0,2.41,112101.jpg,112201.jpg,140901.jpg,149201.jpg,130901.jpg,126101.jpg,106602.jpg,135301.jpg,138503.jpg,116501.jpg
119200.jpg,5,0.002012072,2.779,119203.jpg,119605.jpg,140803.jpg,147001.jpg,119202.jpg,119603.jpg,147801.jpg,140801.jpg,119201.jpg,137602.jpg
113400.jpg,212.5,0.14084507,2.344,121501.jpg,116702.jpg,121301.jpg,116701.jpg,119401.jpg,121401.jpg,122503.jpg,132501.jpg,141701.jpg,118901.jpg
123100.jpg,3,0.001341382,2.233,149001.jpg,109802.jpg,123101.jpg,149301.jpg,141702.jpg,149701.jpg,141401.jpg,105801.jpg,123204.jpg,137901.jpg
146000.jpg,253,0.168343394,2.348,117501.jpg,148001.jpg,140601.jpg,144903.jpg,148603.jpg,148101.jpg,106602.jpg,116501.jpg,119703.jpg,135301.jpg
148800.jpg,865,0.579476861,2.338,119703.jpg,144702.jpg,100902.jpg,146301.jpg,116501.jpg,122901.jpg,135301.jpg,147603.jpg,106602.jpg,138503.jpg
127900.jpg,893,0.598256204,2.723,131001.jpg,137101.jpg,133101.jpg,146202.jpg,127101.jpg,100401.jpg,113701.jpg,146901.jpg,118003.jpg,114702.jpg
132300.jpg,369.6666667,0.246590655,2.362,108801.jpg,115901.jpg,114503.jpg,122002.jpg,122001.jpg,141001.jpg,104301.jpg,112701.jpg,118002.jpg,124601.jpg
143300.jpg,1,0,2.18,143301.jpg,136704.jpg,145801.jpg,106602.jpg,136901.jpg,135301.jpg,146301.jpg,116501.jpg,100902.jpg,138503.jpg
149000.jpg,879,0.588531187,2.431,106602.jpg,126101.jpg,138503.jpg,142003.jpg,146301.jpg,106605.jpg,126102.jpg,122707.jpg,116501.jpg,100902.jpg
141400.jpg,68,0.044936284,2.412,116501.jpg,106602.jpg,119703.jpg,126101.jpg,135301.jpg,100902.jpg,142003.jpg,146301.jpg,138503.jpg,144702.jpg
137500.jpg,246.75,0.163816231,2.561,137502.jpg,137501.jpg,106602.jpg,138503.jpg,116501.jpg,135301.jpg,142003.jpg,100902.jpg,126101.jpg,146301.jpg
117200.jpg,2,0.000670691,2.85,144104.jpg,117201.jpg,132506.jpg,132509.jpg,126402.jpg,121301.jpg,132504.jpg,132501.jpg,116701.jpg,131601.jpg
130700.jpg,584,0.391012743,2.271,106702.jpg,129601.jpg,108202.jpg,126702.jpg,139801.jpg,144801.jpg,118601.jpg,130401.jpg,143904.jpg,116101.jpg
109600.jpg,37,0.024144869,2.243,100502.jpg,112601.jpg,100001.jpg,112602.jpg,120101.jpg,113201.jpg,100501.jpg,129001.jpg,112401.jpg,111501.jpg
126900.jpg,437.5,0.292421194,2.267,128201.jpg,132508.jpg,106402.jpg,103302.jpg,113401.jpg,106604.jpg,126901.jpg,131603.jpg,126805.jpg,112001.jpg
148200.jpg,50,0.032193159,2.346,109501.jpg,136902.jpg,145901.jpg,147101.jpg,148203.jpg,122203.jpg,148202.jpg,122201.jpg,148603.jpg,147702.jpg
133000.jpg,31.66666667,0.019897161,2.364,138103.jpg,133002.jpg,138008.jpg,138002.jpg,138104.jpg,138012.jpg,138105.jpg,133003.jpg,138503.jpg,106602.jpg
131000.jpg,7,0.004024145,2.748,134602.jpg,130001.jpg,129901.jpg,129802.jpg,148603.jpg,134601.jpg,131001.jpg,108201.jpg,129202.jpg,134605.jpg
134700.jpg,2.666666667,0.000447127,2.412,134701.jpg,134702.jpg,134803.jpg,134804.jpg,134703.jpg,134801.jpg,134802.jpg,135702.jpg,135703.jpg,135001.jpg
